dataset,seed,model,probability_calibration,defer_cost,mondrian_cost,mondrian_abstain,threshold_cost,cost_diff,cost_diff_ci_lo,cost_diff_ci_hi,p_mondrian_cheaper,mondrian_wins
uci_default,7,et,isotonic,2.0,1.3215,0.5228333333333334,0.6978333333333333,0.6236666666666667,0.5988291666666666,0.6478333333333334,0.0,False
uci_default,7,gb,none,0.0,0.29483333333333334,0.49666666666666665,0.7141666666666666,-0.41933333333333334,-0.45200416666666665,-0.38599583333333337,1.0,True
uci_default,7,gb,none,0.5,0.5431666666666667,0.49666666666666665,0.7141666666666666,-0.171,-0.20258958333333335,-0.14082083333333334,1.0,True
uci_default,7,gb,none,1.0,0.7915,0.49666666666666665,0.7141666666666666,0.07733333333333334,0.045,0.10700416666666666,0.0,False
uci_default,7,gb,none,2.0,1.2881666666666667,0.49666666666666665,0.7141666666666666,0.574,0.5384916666666667,0.6090041666666667,0.0,False
uci_default,7,gb,sigmoid,0.0,0.271,0.5208333333333334,0.698,-0.427,-0.44900833333333334,-0.4033333333333333,1.0,True
uci_default,7,gb,sigmoid,0.5,0.5314166666666666,0.5208333333333334,0.698,-0.16658333333333333,-0.18641875,-0.1455604166666667,1.0,True
uci_default,7,gb,sigmoid,1.0,0.7918333333333333,0.5208333333333334,0.698,0.09383333333333334,0.07432916666666667,0.11484999999999998,0.0,False
uci_default,7,gb,sigmoid,2.0,1.3126666666666666,0.5208333333333334,0.698,0.6146666666666667,0.591,0.6405041666666667,0.0,False
uci_default,7,gb,isotonic,0.0,0.261,0.5296666666666666,0.7186666666666667,-0.45766666666666667,-0.48534166666666667,-0.427325,1.0,True
uci_default,7,gb,isotonic,0.5,0.5258333333333334,0.5296666666666666,0.7186666666666667,-0.19283333333333333,-0.21942083333333334,-0.16433125,1.0,True
uci_default,7,gb,isotonic,1.0,0.7906666666666666,0.5296666666666666,0.7186666666666667,0.072,0.0436625,0.10000416666666667,0.0,False
uci_default,7,gb,isotonic,2.0,1.3203333333333334,0.5296666666666666,0.7186666666666667,0.6016666666666667,0.568,0.6318458333333333,0.0,False
uci_default,7,ada,none,0.0,0.28983333333333333,0.5241666666666667,0.7263333333333334,-0.4365,-0.466,-0.4061666666666667,1.0,True
uci_default,7,ada,none,0.5,0.5519166666666667,0.5241666666666667,0.7263333333333334,-0.17441666666666666,-0.20366874999999998,-0.14508125000000002,1.0,True
uci_default,7,ada,none,1.0,0.814,0.5241666666666667,0.7263333333333334,0.08766666666666667,0.058666666666666666,0.11667916666666665,0.0,False
uci_default,7,ada,none,2.0,1.3381666666666667,0.5241666666666667,0.7263333333333334,0.6118333333333333,0.5825,0.6440083333333333,0.0,False
uci_default,7,ada,sigmoid,0.0,0.2738333333333333,0.5508333333333333,0.7185,-0.44466666666666665,-0.47385,-0.41480833333333333,1.0,True
uci_default,7,ada,sigmoid,0.5,0.54925,0.5508333333333333,0.7185,-0.16925,-0.19642291666666667,-0.14166458333333334,1.0,True
uci_default,7,ada,sigmoid,1.0,0.8246666666666667,0.5508333333333333,0.7185,0.10616666666666667,0.07833333333333334,0.134675,0.0,False
uci_default,7,ada,sigmoid,2.0,1.3755,0.5508333333333333,0.7185,0.657,0.6243124999999999,0.6880208333333333,0.0,False
uci_default,7,ada,isotonic,0.0,0.2355,0.5818333333333333,0.7131666666666666,-0.4776666666666667,-0.491,-0.4649958333333334,1.0,True
uci_default,7,ada,isotonic,0.5,0.5264166666666666,0.5818333333333333,0.7131666666666666,-0.18675,-0.19525208333333333,-0.17858125000000002,1.0,True
uci_default,7,ada,isotonic,1.0,0.8173333333333334,0.5818333333333333,0.7131666666666666,0.10416666666666667,0.09683333333333333,0.1118375,0.0,False
uci_default,7,ada,isotonic,2.0,1.3991666666666667,0.5818333333333333,0.7131666666666666,0.686,0.6703208333333334,0.7036791666666666,0.0,False
uci_default,7,gnb,none,0.0,0.2861666666666667,0.6266666666666667,0.7856666666666666,-0.4995,-0.5333458333333333,-0.4674958333333334,1.0,True
uci_default,7,gnb,none,0.5,0.5995,0.6266666666666667,0.7856666666666666,-0.18616666666666667,-0.21742083333333334,-0.15541666666666668,1.0,True
uci_default,7,gnb,none,1.0,0.9128333333333334,0.6266666666666667,0.7856666666666666,0.12716666666666668,0.09665833333333333,0.15700416666666667,0.0,False
uci_default,7,gnb,none,2.0,1.5395,0.6266666666666667,0.7856666666666666,0.7538333333333334,0.7205,0.7858333333333334,0.0,False
uci_default,7,gnb,sigmoid,0.0,0.2718333333333333,0.6335,0.7788333333333334,-0.507,-0.5490083333333333,-0.46666250000000004,1.0,True
uci_default,7,gnb,sigmoid,0.5,0.5885833333333333,0.6335,0.7788333333333334,-0.19025,-0.22966666666666666,-0.15023541666666668,1.0,True
