dataset,seed,model,probability_calibration,method,fn_cost,fp_cost,defer_cost,threshold,marginal_coverage,coverage_class_0,coverage_class_1,average_set_size,abstention_rate,mean_cost,mean_cost_automated_only
uci_default,7,hgb,sigmoid,cost_tuned_threshold,10.0,1.0,0.5,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.7235,0.7235
uci_default,7,hgb,sigmoid,mondrian_cp,10.0,1.0,1.0,,0.9035,0.9017761609244597,0.9095704596834966,1.5193333333333334,0.5193333333333333,0.7958333333333333,0.5752427184466019
uci_default,7,hgb,sigmoid,cost_tuned_threshold,10.0,1.0,1.0,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.7235,0.7235
uci_default,7,hgb,sigmoid,mondrian_cp,20.0,1.0,0.0,,0.9035,0.9017761609244597,0.9095704596834966,1.5193333333333334,0.5193333333333333,0.4765,0.9913314840499307
uci_default,7,hgb,sigmoid,cost_tuned_threshold,20.0,1.0,0.0,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.8118333333333333,0.8118333333333333
uci_default,7,hgb,sigmoid,mondrian_cp,20.0,1.0,0.25,,0.9035,0.9017761609244597,0.9095704596834966,1.5193333333333334,0.5193333333333333,0.6063333333333333,0.9913314840499307
uci_default,7,hgb,sigmoid,cost_tuned_threshold,20.0,1.0,0.25,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.8118333333333333,0.8118333333333333
uci_default,7,hgb,sigmoid,mondrian_cp,20.0,1.0,0.5,,0.9035,0.9017761609244597,0.9095704596834966,1.5193333333333334,0.5193333333333333,0.7361666666666666,0.9913314840499307
uci_default,7,hgb,sigmoid,cost_tuned_threshold,20.0,1.0,0.5,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.8118333333333333,0.8118333333333333
uci_default,7,hgb,sigmoid,mondrian_cp,20.0,1.0,1.0,,0.9035,0.9017761609244597,0.9095704596834966,1.5193333333333334,0.5193333333333333,0.9958333333333333,0.9913314840499307
uci_default,7,hgb,sigmoid,cost_tuned_threshold,20.0,1.0,1.0,0.096,0.356,0.18446394179328054,0.960060286360211,1.0,0.0,0.8118333333333333,0.8118333333333333
uci_default,7,hgb,isotonic,mondrian_cp,5.0,1.0,0.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.163,0.35824175824175825
uci_default,7,hgb,isotonic,cost_tuned_threshold,5.0,1.0,0.0,0.20400000000000001,0.7593333333333333,0.7945645195805692,0.6352675207234363,1.0,0.0,0.5633333333333334,0.5633333333333334
uci_default,7,hgb,isotonic,mondrian_cp,5.0,1.0,0.25,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.29925,0.35824175824175825
uci_default,7,hgb,isotonic,cost_tuned_threshold,5.0,1.0,0.25,0.20400000000000001,0.7593333333333333,0.7945645195805692,0.6352675207234363,1.0,0.0,0.5633333333333334,0.5633333333333334
uci_default,7,hgb,isotonic,mondrian_cp,5.0,1.0,0.5,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.4355,0.35824175824175825
uci_default,7,hgb,isotonic,cost_tuned_threshold,5.0,1.0,0.5,0.20400000000000001,0.7593333333333333,0.7945645195805692,0.6352675207234363,1.0,0.0,0.5633333333333334,0.5633333333333334
uci_default,7,hgb,isotonic,mondrian_cp,5.0,1.0,1.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.708,0.35824175824175825
uci_default,7,hgb,isotonic,cost_tuned_threshold,5.0,1.0,1.0,0.20400000000000001,0.7593333333333333,0.7945645195805692,0.6352675207234363,1.0,0.0,0.5633333333333334,0.5633333333333334
uci_default,7,hgb,isotonic,mondrian_cp,10.0,1.0,0.0,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.253,0.5560439560439561
uci_default,7,hgb,isotonic,cost_tuned_threshold,10.0,1.0,0.0,0.07200000000000001,0.4111666666666667,0.2595762893216349,0.9449886963074604,1.0,0.0,0.6983333333333334,0.6983333333333334
uci_default,7,hgb,isotonic,mondrian_cp,10.0,1.0,0.25,,0.909,0.9062700620586347,0.9186134137151469,1.545,0.545,0.38925,0.5560439560439561
